ALDH1A1	NP_000680.2
FST	NP_037541.1
BMP5	NP_066551.1
RIF1	NP_060621.3
SALL1	NP_002959.2
TERF1	NP_059523.2
TNKS	NP_003738.2
POT1	NP_056265.2
TINAG	NP_055279.3
TINF2	NP_001092744.1
IL18BP	NP_005690.1
IL18R1	NP_003846.1
IL18RAP	NP_003844.1
IL1RL2	NP_003845.2
AMH	NP_000470.2
TNNI3K	NP_001106279.1
KCNK3	NP_002237.1
ADAM19	NP_075525.2
COPE	NP_009194.2
WNK4	NP_115763.2
SLC12A3	NP_000330.2
BMP6	NP_001709.1
FAT1	NP_005236.2
LTBR	NP_002333.1
LTB	NP_002332.1
TNFSF14	NP_003798.2
NR3C2	NP_000892.2
MBTPS1	NP_003782.1
FOXO3	NP_001446.1
FSTL3	NP_005851.1
DCP1A	NP_060873.3
STK11IP	NP_443134.2
DLX1	NP_835221.2
ECSIT	NP_057665.2
EID2	NP_694964.3
ZNF521	NP_056276.1
HTR6	NP_000862.1
HTR2B	NP_000858.3
RGS5	NP_003608.1
GALR2	NP_003848.1
FFAR1	NP_005294.1
FFAR2	NP_005297.1
GRM2	NP_000830.2
INHBC	NP_005529.1
PLCB2	NP_004564.2
S1PR2	NP_004221.3
RGS13	NP_002918.1
RGS18	NP_570138.1
RIC8A	NP_068751.4
RIC8B	NP_060627.2
BPTF	NP_872579.2
MAZ	NP_001036004.1
CLDN5	NP_003268.2
CLDN4	NP_001296.1
CLDN3	NP_001297.1
GJB3	NP_076872.1
JAM2	NP_067042.1
JAM3	NP_116190.2
KIRREL	NP_060710.3
CLDN2	NP_065117.1
CLDN7	NP_001298.3
GJC1	NP_005488.2
CGN	NP_065821.1
CLDN8	NP_955360.1
CLDN6	NP_067018.2
TJP3	NP_055243.1
CACNB4	NP_000717.2
CACNB1	NP_000714.3
CABP1	NP_001028849.1
CACNA1B	NP_000709.1
CACNB3	NP_000716.2
CACNA1E	NP_000712.2
EFHC1	NP_060570.2
KCNJ10	NP_002232.2
KIF1B	NP_055889.2
LRRC1	AAK69623.1
BEGAIN	NP_065887.1
GDF7	NP_878248.2
KIF13B	NP_056069.2
TJAP1	NP_542171.2
GPR125	NP_660333.2
DHDDS	NP_079163.2
NPC2	NP_006423.1
GLS2	NP_037399.2
MARCH8	NP_001002265.1
IPO5	NP_002262.3
NUP88	NP_002523.2
NUP133	NP_060700.2
GRK4	NP_005298.1
RAE1	NP_003601.1
PSMC1	NP_002793.2
STX5	NP_003155.2
AMFR	NP_001135.3
NSFL1C	NP_057227.2
TOMM34	NP_006800.2
DERL1	NP_077271.1
VCPIP1	NP_079330.2
GAK	NP_005246.2
NOS3	NP_000594.2
EHD2	NP_055416.2
MEGF10	NP_115822.1
AP2S1	NP_004060.2
CLINT1	NP_055481.1
NOS1	NP_000611.1
HIP1	NP_005329.3
RAB11FIP2	NP_055719.1
NAGPA	NP_057340.2
NEUROD2	NP_006151.3
CDR2	NP_001793.1
ARHGAP10	NP_078881.3
ZFAND6	NP_061879.2
SV2A	NP_055664.3
CDH24	NP_071923.2
ATXN2	NP_002964.3
MALL	NP_005425.1
STRN	NP_003153.2
NCAM1	NP_851996.2
BDNF	NP_001137282.1
STRN4	NP_001034966.1
PKMYT1	NP_004194.3
KIF20B	BAB69456.1
ESR1	NP_000116.2
PLXNB1	NP_002664.2
SEMA4B	NP_064595.2
RND1	NP_055285.1
UBAP2L	NP_055662.3
PLXNA2	NP_079455.3
NTF3	NP_001096124.1
KIAA1199	NP_061159.1
DHX37	NP_116045.2
HACE1	NP_065822.2
BOK	NP_115904.1
IGFALS	NP_004961.1
TIMM22	NP_037469.2
PDCD6IP	NP_037506.2
PEF1	NP_036524.1
SNRPF	NP_003086.1
GEMIN6	NP_079051.9
CDC25B	NP_068660.1
UBE2H	NP_003335.1
MARCH2	NP_001005415.1
CHRNA4	NP_000735.1
EIF4A2	NP_001958.2
TXNRD1	NP_001087240.1
GLRX2	NP_057150.2
MPP3	NP_001923.2
THOP1	NP_003240.1
MPP6	NP_057531.2
MPHOSPH6	NP_005783.2
TNFRSF13B	NP_036584.1
CAMLG	NP_001736.1
CLPX	NP_006651.2
CLPP	NP_006003.1
P2RX6	NP_005437.2
P2RX4	NP_002551.2
KRT18	NP_000215.1
KCNH2	NP_000229.1
FHIT	NP_002003.1
CCR2	NP_000638.1
CDC25C	NP_001781.2
BRAF	NP_004324.2
MAP3K2	NP_006600.3
MAPKBP1	NP_001122080.1
CCL14	NP_116738.1
CCL15	NP_116741.1
CCL16	NP_004581.1
CCL23	NP_005055.2
P2RY1	NP_002554.1
DPYSL3	NP_001378.1
ARF4	NP_001651.1
RGPD5	NP_005045.2
XPOT	NP_009166.2
RANGRF	NP_057576.2
NEK9	NP_149107.4
CDK4	NP_000066.1
RFC4	NP_002907.1
MCM6	NP_005906.2
ORC1L	NP_004144.2
MCM3	NP_002379.2
ORC3L	NP_862820.1
ORC6L	NP_055136.1
CDT1	NP_112190.2
ORC5L	NP_002544.1
MCM4	NP_005905.2
DBF4	NP_006707.1
DNAJB1	NP_006136.1
PLA2G5	NP_000920.1
TLR1	NP_003254.2
PI4K2B	NP_060793.2
TMED1	NP_006849.1
IL1RL1	NP_057316.3
PTGFRN	NP_065173.2
EYA1	NP_000494.2
SIX1	NP_005973.1
EYA3	NP_001981.2
SLC22A1	NP_003048.1
SLC22A2	NP_003049.1
HNRNPD	NP_112738.1
KLC3	NP_803136.2
GNB2	NP_005264.2
ESR2	NP_001428.1
ARHGAP21	NP_065875.3
PITPNM1	NP_004901.2
PITPNM3	NP_112497.2
PITPNM2	NP_065896.1
SCN4B	NP_777594.1
MTOR	NP_004949.1
RPS6KB2	NP_003943.2
MLST8	NP_071767.3
SMPD2	NP_003071.2
SEC14L2	NP_036561.1
PIK3R5	NP_055123.2
SMYD1	NP_938015.1
DVL3	NP_004414.3
IGFBP6	NP_002169.1
DIP2A	NP_055966.2
DTNBP1	NP_115498.2
SYNM	NP_663780.2
SYNC	NP_110413.2
PITX2	NP_000316.2
SATB1	NP_002962.1
HR	NP_005135.2
DNMT3B	NP_008823.1
SAP18	NP_005861.2
MBD3	NP_003917.1
CDYL	NP_004815.3
HIC1	Q14526
BRMS1	NP_001020128.1
TGIF2	NP_068581.1
DNMT3L	NP_037501.2
KDM1A	NP_001009999.1
PHF21A	AAH15714.1
MDS1	NP_004982.2
SUDS3	NP_071936.2
PHF12	NP_001028733.1
TRIM27	NP_006501.1
BRMS1L	NP_115728.2
RECQL5	NP_004250.4
TOP3A	NP_004609.1
CHAF1B	NP_005432.1
ZNF408	NP_079017.1
SH3D19	NP_001009555.3
MAP4K3	NP_003609.2
TLX2	NP_057254.1
DYSF	NP_001124459.1
JPH2	NP_065166.2
KIF1A	NP_004312.2
CCL24	NP_002982.2
CCL26	NP_006063.1
VPS35	NP_060676.2
CLTCL1	AAC50494.1
SNX5	NP_689413.1
SEMA3B	NP_004627.1
SEMA3A	NP_006071.1
MLF1	NP_071888.1
UCP2	NP_003346.2
UCP3	NP_003347.1
KIF1C	NP_006603.2
GABBR1	NP_001461.1
RFC3	NP_002906.1
IGLC1	AAH73769.1
ADAM22	NP_068369.1
CLIC4	NP_039234.1
IMPDH2	NP_000875.2
BSPRY	NP_060158.2
SNRNP200	NP_054733.2
TESK1	NP_006276.2
PDE3B	NP_000913.2
DHX15	NP_001349.2
TESK2	BAB62909.1
MLXIP	NP_055753.3
PI4KB	NP_002642.1
PDCL2	NP_689614.2
CCAR1	NP_060707.2
MUSK	NP_005583.1
KPNA5	NP_002260.2
CABP2	NP_057450.2
PPP3R1	NP_000936.1
RAD17	NP_579917.1
NHP2L1	NP_004999.1
ATXN7L2	NP_699171.3
HS1BP3	NP_071905.3
SMO	NP_005622.1
DHH	NP_066382.1
PTGS1	NP_000953.2
PRIMA1	NP_821092.1
STMN1	NP_001138926.1
SAFB	NP_002958.2
TSPAN4	NP_003262.1
CLDN11	NP_005593.2
CFL2	NP_068733.1
LIMK2	AAH13051.1
CDC42BPA	NP_003598.2
LATS1	NP_004681.1
KIF5A	NP_004975.2
CROCC	NP_055490.3
RFX4	NP_998759.1
BRCA1	NP_009231.2
KPNA6	NP_036448.1
ADIPOQ	NP_004788.1
CDH13	NP_001248.1
FRAT1	NP_005470.2
CXXC4	NP_079488.1
VANGL1	NP_620409.1
MED6	NP_005457.2
ZEB2	NP_055610.1
MED15	NP_001003891.1
STAMBP	NP_006454.1
CCL3L3	NP_001001437.2
EPHA7	NP_004431.1
MLH1	NP_000240.1
DMAP1	NP_061973.1
VPS28	NP_898880.1
ATF1	NP_005162.1
VPS37A	NP_689628.2
LRSAM1	NP_612370.3
VPS37C	NP_060436.4
DDX39	NP_005795.2
NRBP1	NP_037524.1
MLF1IP	NP_078905.2
CCNA2	NP_001228.1
ZNF622	NP_219482.1
NR2C2AP	NP_795361.1
GNPTG	NP_115909.1
UPF3A	NP_075387.1
ACSS2	BAC03849.1
PLEKHB2	NP_001026876.1
DOM3Z	NP_005501.2
BRD4	NP_490597.1
AKT1	NP_005154.2
FBXL2	NP_036289.2
FBXL3	NP_036290.1
FBXL4	NP_036292.2
FBXL5	NP_036293.1
FBXO32	NP_478136.1
FBXO2	NP_036300.2
FBXO18	NP_116196.3
FBXO7	NP_036311.3
FBXO4	NP_036308.1
FBXW2	NP_036296.2
FBXW8	NP_699179.2
FBXL8	NP_060848.2
FBXO9	NP_036479.1
FBXO17	NP_680474.1
FBXO44	NP_149438.2
PFDN1	NP_002613.2
SSH1	NP_061857.3
SSH2	NP_203747.2
SSH3	NP_060327.3
NRK	NP_940867.2
BLOC1S1	NP_001478.1
MUTED	NP_958437.1
BLOC1S2	NP_776170.2
BLOC1S3	NP_997715.1
OPRL1	NP_000904.1
PNOC	NP_006219.1
MAD2L1	NP_002349.1
UBD	NP_006389.2
MAD2L1BP	NP_001003690.1
MAT2B	NP_037415.1
MAT2A	NP_005902.1
PTH2	NP_848544.1
CX3CL1	NP_002987.1
CX3CR1	NP_001328.1
MYO10	NP_036466.2
NFIL3	NP_005375.2
PEG3	NP_006201.1
STUB1	NP_005852.2
PEX1	NP_000457.1
PEX6	NP_000278.3
PEX26	NP_060399.1
SEPT9	AAF23374.1
AP3S1	NP_001275.1
AP3S2	NP_005820.1
SLC30A3	NP_003450.2
FGF12	NP_066360.1
GIGYF2	NP_001096617.1
TNKS2	NP_079511.1
MDFI	NP_005577.1
ALX4	NP_068745.2
NUAK1	NP_055655.1
CLGN	NP_004353.1
ADAM2	NP_001455.3
KCNJ5	NP_000881.3
PROP1	NP_006252.3
PAFAH1B2	NP_002563.1
PAFAH1B3	NP_002564.1
DNAI1	NP_036276.1
NDEL1	NP_110435.1
NUDC	NP_006591.1
RND2	NP_005431.1
COL8A1	NP_001841.2
VPS4A	NP_037377.1
ZNF354A	NP_005640.2
DYNC1I1	NP_004402.1
SHROOM3	NP_065910.3
CLIP2	NP_003379.3
GRIN3A	NP_597702.2
HIP1R	NP_003950.1
GLUD1	NP_005262.1
DNM3	NP_056384.2
MCFD2	NP_644808.1
UBE2E1	NP_003332.1
PTP4A1	NP_003454.1
ATF7	NP_001123531.1
RASA2	BAA11621.1
PI3	NP_002629.1
PSORS1C2	NP_054788.2
PSMB4	NP_002787.2
SMAD6	NP_005576.3
CNOT7	AAH60852.1
CNOT8	NP_004770.4
SSPN	NP_005077.2
CLNK	NP_443196.2
IL23A	NP_057668.1
IL23R	NP_653302.2
YEATS4	NP_006521.1
XDH	NP_000370.2
BTN1A1	NP_001723.2
CXCR5	NP_001707.1
NEO1	NP_002490.2
NTN1	NP_004813.2
UNC5C	NP_003719.2
ADORA2B	NP_000667.1
UBE2D1	NP_003329.1
PGR	NP_000917.3
BPY2B	NP_001002760.1
BPY2C	NP_001002761.1
MASP2	NP_006601.2
POU4F1	NP_006228.3
NAPG	NP_003817.1
GOSR1	AAC39889.1
GABARAPL2	NP_009216.1
CUL5	NP_003469.2
BAP1	NP_004647.1
MAP3K3	NP_976226.1
PML	NP_150241.2
RGS10	NP_001005339.1
ACCN2	NP_064423.2
CACNG2	NP_006069.1
CETN1	NP_004057.1
PPP1R1B	NP_115568.2
GNMT	NP_061833.1
C7orf16	NP_006649.2
DNAJC5	NP_079495.1
GJA5	NP_005257.2
NIN	NP_065972.3
C11orf17	NP_878904.2
PPP2R1B	NP_859050.1
NUB1	NP_057202.2
MYOC	NP_000252.1
OLFM3	AAQ89084.1
REXO4	NP_065118.2
DDX54	NP_001104792.1
RBM9	NP_001076047.1
EZH1	NP_001982.2
ZNF350	NP_067645.3
METTL1	NP_005362.3
TOB2	NP_057356.1
STAT3	NP_644805.1
BRIP1	NP_114432.1
PLA2G7	NP_005075.3
ABCA4	NP_000341.2
CAP1	NP_006358.1
PTPRN2	NP_002838.2
CKAP5	NP_001008938.1
POLR2K	NP_005025.1
DPYSL2	NP_001377.1
RND3	NP_005159.1
ERMAP	NP_061008.2
EIF3G	NP_003746.2
EIF3D	NP_003744.1
TNFRSF9	NP_001552.2
TNFRSF14	NP_003811.2
TNFRSF11A	NP_003830.1
TNFRSF18	NP_683699.1
TRIM37	NP_056109.1
TNFRSF12A	NP_057723.1
TNFRSF19	NP_061117.2
TNFSF9	NP_003802.1
LMO4	NP_006760.1
TEAD4	NP_003204.2
PABPN1	NP_004634.1
MED21	NP_004255.2
RPL6	NP_000961.2
ROCK2	NP_004841.2
INA	NP_116116.1
MYH1	NP_005954.3
KIF2B	NP_115948.4
CLSPN	NP_071394.2
CASC3	NP_031385.2
RREB1	NP_001003699.1
TFF1	NP_003216.1
TEAD2	AAH51301.1
PIGC	NP_714969.1
ATIC	NP_004035.2
SMARCD3	NP_001003801.1
MUC6	NP_005952.2
SMARCC2	NP_003066.2
POU4F2	NP_004566.2
SRGAP3	NP_055665.1
SMARCD2	NP_001091896.1
PKNOX1	NP_004562.2
MEIS1	NP_002389.1
HOXB13	NP_006352.2
TLX3	NP_066305.2
TOMM20	NP_055580.1
UCP1	NP_068605.1
PBX1	NP_002576.1
PBX3	NP_006186.1
CIDEA	NP_938031.1
ZNF382	NP_116214.2
TRIM31	NP_008959.3
DGCR14	NP_073210.1
RNF7	NP_055060.1
EIF4E	NP_001124151.1
KIAA1549	NP_001158137.1
DEDD2	NP_579874.1
CELSR3	NP_001398.2
BFAR	NP_057645.1
TNFRSF10A	NP_003835.3
TNFRSF10B	NP_003833.4
NR1H4	AAM53550.1
CASP8AP2	NP_036247.1
GRIA1	NP_000818.2
IFT57	NP_060480.1
SH3GL1	NP_003016.1
LAD1	NP_005549.2
ALG9	NP_079016.2
POLRMT	NP_005026.3
SPRY4	NP_112226.2
ACCN1	NP_899233.1
ACCN3	NP_064717.1
MSTN	NP_005250.1
WFIKKN2	NP_783165.1
RERE	NP_036234.3
ECM1	NP_004416.2
ASCL1	NP_004307.2
GATA2	NP_116027.2
PPP1R2	NP_006232.1
LMTK2	NP_055731.2
C5	NP_001726.2
C5AR1	NP_001727.1
DUSP6	NP_001937.2
GNAI2	NP_002061.1
RCAN1	NP_004405.3
RPS19	NP_001013.1
CCDC6	NP_005427.2
GPR77	NP_060955.1
SERPINB9	NP_004146.1
STK19	NP_115830.1
CDH15	NP_004924.1
GMNN	NP_056979.1
CRLS1	NP_061968.1
NDUFS7	NP_077718.3
DYRK2	NP_006473.2
NAP1L4	NP_005960.1
BLMH	NP_000377.1
RPL29	NP_000983.1
CCL20	NP_004582.1
CCR6	NP_004358.2
DEFB4	NP_004933.1
DEFB103A	NP_061131.1
ITPK1	NP_055031.2
EFNB3	NP_001397.1
CDH7	NP_004352.2
GSC2	NP_005306.1
TOMM22	NP_064628.1
OTC	NP_000522.3
CLOCK	NP_004889.1
ARNTL2	NP_064568.3
BOC	AAQ88694.1
CDH9	NP_057363.3
RFXAP	NP_000529.1
PRKCSH	NP_002734.2
GANAB	NP_938149.2
CDON	NP_058648.4
CSRP2	NP_001312.1
CSRP2BP	NP_065397.3
RAX	NP_038463.2
DFFB	NP_004393.1
CIDEB	NP_055245.2
CDH2	NP_001783.2
FGFR4	NP_002002.3
SPHK1	NP_892010.2
ERN1	NP_001424.3
GRIK2	NP_068775.1
MAP3K7IP3	NP_690000.2
TAOK3	NP_057365.3
TRAF3IP1	NP_056465.2
TRAF3IP3	NP_079504.1
GHSR	NP_940799.1
CDH4	NP_001785.2
CDH11	NP_001788.2
SENP6	NP_056386.2
SENP2	NP_067640.2
PPM1J	NP_005158.5
PARK7	NP_009193.2
ASNA1	NP_004308.2
SKI	NP_003027.1
TMED2	NP_006806.1
BCL2L2	NP_004041.1
BMF	NP_277038.1
ESRRB	NP_004443.3
CDH3	NP_001784.2
PORCN	NP_982301.1
WNT7B	NP_478679.1
VIP	NP_003372.1
PPP1R13B	NP_056131.2
HECW2	NP_065811.1
GGA2	NP_055859.1
SORL1	NP_003096.1
CD99	NP_002405.1
CTNNA2	NP_004380.2
IMPA1	NP_001138350.1
CALB1	NP_004920.1
RPL23A	NP_000975.2
RPL13	NP_150254.1
RPL23	NP_000969.1
PUF60	NP_510965.1
ENTPD2	NP_982293.1
KLF2	NP_057354.1
PSMB1	NP_002784.1
DCP2	NP_689837.2
NRTN	NP_004549.1
TEX11	NP_001003811.1
DMPK	NP_001075032.1
MPRIP	NP_055949.2
C16orf70	NP_079463.2
ACSL6	NP_056071.2
PHYHIP	NP_055574.3
TERF2	NP_005643.1
TERF2IP	NP_061848.2
KRT1	NP_006112.3
CALB2	NP_001731.2
EML1	NP_001008707.1
GRID1	NP_060021.1
CRH	NP_000747.1
UCN2	NP_149976.1
UCN3	NP_444277.2
PPP4R1	AAL78298.1
PPP4R2	CAB93534.1
EIF3A	NP_003741.1
EIF3B	NP_003742.2
CR2	NP_001006659.1
ANXA6	NP_001146.2
SPDEF	NP_036523.1
ELAC2	NP_060597.4
CBX7	NP_783640.1
CBX8	NP_065700.1
PHC1	NP_004417.2
PAK7	NP_065074.1
ARHGAP15	NP_060930.3
DOCK8	NP_982272.2
PTPLAD1	NP_057479.2
CDC42BPG	NP_059995.2
CDC42SE1	NP_064624.1
CDC42SE2	NP_064625.1
S100A10	NP_002957.1
NOXA1	NP_006638.1
RCC2	NP_061185.1
TMPRSS2	NP_005647.3
TALDO1	NP_006746.1
SEMA4F	NP_004254.2
SMARCA5	NP_003592.2
MTA2	NP_004730.2
POLR2J	NP_006225.1
PSMB2	NP_002785.1
PSMB3	NP_002786.2
PSMB7	NP_002790.1
KIF23	NP_612565.1
PSMA7	NP_002783.1
ASPM	NP_060606.3
PSMA4	NP_002780.1
CAPNS1	NP_001740.1
CAPN1	NP_005177.2
MSH5	NP_751897.1
MLH3	BAA92353.1
KCNJ15	NP_733932.1
INADL	NP_733750.2
MATN4	NP_003824.2
MATN3	NP_002372.1
TACC2	NP_996744.2
TACC1	NP_006274.2
PPP3CA	NP_000935.1
NUCB2	NP_005004.1
SRP68	NP_055045.2
GABRA1	NP_000797.2
EEF2	NP_001952.1
BRDT	AAQ16198.1
LHX4	NP_203129.1
SOD1	NP_000445.1
TLR3	NP_003256.1
SEC63	NP_009145.1
SEC62	NP_003253.1
HSPB2	NP_001532.1
HSPB3	NP_006299.1
CLK4	NP_065717.1
SIPA1	NP_006738.3
NGEF	NP_062824.2
ARHGEF15	NP_776089.2
ELF3	NP_004424.3
ADAM10	NP_001101.1
SLC29A1	NP_004946.1
COPS7B	NP_073567.1
EIF3L	NP_057175.1
KIF22	NP_015556.1
PEG10	NP_055883.2
MARK1	NP_061120.3
CAB39	NP_057373.1
STRADA	NP_001003787.1
ULK1	NP_003556.1
ATXN7	NP_001121621.1
CRX	NP_000545.1
NRL	NP_006168.1
LY86	NP_004262.1
CD180	NP_005573.2
SOX10	NP_008872.1
RCAN2	NP_005813.2
APIP	NP_057041.2
FEM1B	NP_056137.1
BIRC6	NP_057336.3
BIRC8	NP_203127.3
KCNQ3	NP_004510.1
KCNQ2	NP_742105.1
DIS3	NP_055768.3
EXOSC2	NP_055100.2
EXOSC9	CAD56889.1
EXOSC7	NP_055819.2
KHSRP	NP_003676.2
PPIL5	NP_689542.2
PPP3CB	AAH28049.1
TIMELESS	NP_003911.2
CRY1	NP_004066.1
ATP7B	NP_000044.2
TADA2A	NP_001479.3
ANXA13	NP_001003954.1
DAZAP2	NP_001129738.1
PRRG2	NP_000942.1
PMEPA1	NP_064567.2
WBP1	NP_036609.1
RNF11	NP_055187.1
N4BP3	O15049
LITAF	NP_004853.2
NDFIP1	NP_085048.1
NDFIP2	NP_061953.2
PRMT3	NP_005779.1
PPP3CC	NP_005596.2
TAX1BP3	NP_055419.1
TRIM32	NP_036342.2
S100A6	NP_055439.1
PLK2	NP_006613.2
TGOLN2	AAC39542.1
AP4M1	NP_004713.2
RILP	NP_113618.2
RNF115	NP_055270.1
GAL3ST1	NP_004852.1
IRF7	NP_004022.2
NCOA5	NP_066018.1
TAOK1	NP_065842.1
ARHGAP19	NP_116289.4
SNAPC1	NP_003073.1
GNRH2	NP_001492.1
GNRHR2	NP_996877.1
CALCA	NP_001732.1
TRAM1	NP_055109.1
IL17RB	NP_061195.2
MLLT6	NP_005928.2
OTUD7B	NP_064590.2
CALCRL	NP_005786.1
ZRANB1	NP_060050.2
TMEM189-UBE2V1	NP_954673.1
CALCR	NP_001733.1
ZNF675	NP_612203.2
HCRTR1	NP_001516.2
HCRT	NP_001515.1
HCRTR2	NP_001517.2
NPFFR2	NP_004876.2
PPAP2A	NP_795714.1
LIMS2	AAM77350.1
ILKAP	NP_110395.1
NPTX1	NP_002513.2
MRPL12	NP_002940.2
CLIC3	NP_004660.2
MOBKL3	NP_056202.2
DNMBP	NP_056036.1
SHANK2	NP_036441.2
UPK3A	NP_008884.1
UPK1B	NP_008883.2
UPK3B	NP_085047.1
MYO5B	NP_001073936.1
ARIH1	NP_005735.2
PKN3	NP_037487.2
AQP3	NP_004916.1
ATP6V1A	NP_001681.2
TUFM	NP_003312.3
POLR1A	NP_056240.2
RPL11	NP_000966.2
PPP2R5D	NP_006236.1
HEYL	NP_055386.1
FAS	NP_000034.1
CCS	NP_005116.1
KIF17	NP_065867.2
CNTNAP3	NP_387504.2
POMP	NP_057016.1
KCNA10	NP_005540.1
DNAJA1	NP_001530.1
SLC4A7	NP_003606.3
TCF3	NP_003191.1
SLBP	NP_006518.1
ZNF473	NP_056243.1
DIXDC1	NP_001033043.1
ROBO1	NP_002932.1
ROBO2	NP_001122401.1
SRGAP2	NP_056141.2
KLRC4	NP_038459.1
MICB	NP_005922.2
KLRK1	NP_031386.2
MYOG	NP_002470.2
MAP3K6	NP_004663.3
DAB2IP	NP_115941.2
DUSP19	NP_543152.1
MYF5	NP_005584.2
PTPRU	NP_005695.3
MYF6	NP_002460.1
MBD4	NP_003916.1
SORT1	NP_002950.3
STEAP3	NP_878919.2
NELL1	NP_006148.2
POP1	NP_055844.2
RPP30	NP_001098016.1
RPP38	NP_892117.1
RPP40	NP_006629.2
POP5	NP_057002.2
RPP25	NP_060263.2
TSSK2	NP_443732.3
GOLGB1	NP_004478.3
ARL1	NP_001168.1
TUBG2	NP_057521.1
HIC2	NP_055909.2
AFF4	NP_055238.1
HEXIM1	NP_006451.1
MACF1	NP_149033.2
NELL2	NP_001138579.1
GNAT1	NP_653082.1
NME3	NP_002504.2
PPEF1	NP_006231.2
NOVA1	NP_002506.2
SCAMP1	NP_004857.4
SCAMP2	NP_005688.2
STX6	NP_005810.1
TLK1	BAA20562.1
ASCL2	NP_005161.1
MYO9B	NP_004136.2
PPEF2	NP_006230.2
BTF3	P20290
GPR37	NP_005293.1
SEPT4	NP_004565.1
SYT11	NP_689493.3
ST8SIA4	NP_005659.1
EPAS1	NP_001421.2
NPAS4	NP_849195.2
BHLHE40	NP_003661.1
OAT	NP_000265.1
SNUPN	NP_005692.1
ADAR	NP_001102.2
NMD3	NP_057022.2
PHAX	NP_115553.2
CCR9	NP_112477.1
P2RX7	NP_002553.2
EMP3	NP_001416.1
LMX1B	NP_002307.1
RAB33B	NP_112586.1
GOLGA2	NP_004477.3
TSNAX	NP_005990.1
GOLGA7	NP_057183.2
DTX3	NP_848597.1
DTX3L	NP_612144.1
TNRC4	NP_009116.3
FOXL2	NP_075555.1
OXSR1	NP_005100.1
PAK1IP1	NP_060376.2
CDK11B	NP_001778.1
PPM1F	NP_055449.1
SFRS4	NP_005617.2
PYGO1	NP_056432.1
BCL9	NP_004317.2
PYGO2	NP_612157.1
MAGOH	NP_002361.1
RBM8A	NP_005096.1
THOC4	NP_005773.3
PIK3R4	NP_055417.1
RALY	NP_057951.1
NAIP	NP_004527.2
PPM1L	NP_640338.2
MAPK11	AAB05036.1
RBM11	NP_658983.3
PNN	AAB48304.1
KLF12	NP_009180.3
PCBP4	NP_065151.1
FOXP1	NP_116071.2
SOX6	NP_201583.2
ZFPM1	NP_722520.2
KLF3	NP_057615.3
LGMN	NP_005597.3
FKBP5	NP_004108.1
BAI1	NP_001693.2
NET1	AAH53553.1
SYNPO	NP_009217.3
PODXL	NP_001018121.1
FHL5	NP_065228.3
ZNF638	NP_055312.2
REV1	NP_057400.1
PAIP1	NP_006442.2
EIF4A1	NP_001407.1
EIF4G3	NP_003751.2
TNFSF10	NP_003801.1
TNFRSF11B	NP_002537.3
TNPO2	NP_001129668.1
SFRS7	AAH22328.1
UGP2	NP_006750.3
KCNN2	NP_067627.2
CASP5	NP_001129584.1
RAB13	NP_002861.1
RBM42	NP_077297.2
ARL2	NP_001658.2
RNF5	NP_008844.1
CALM2	NP_001734.1
BAIAP3	NP_003924.2
BAI2	NP_001694.2
MLX	NP_733752.1
MAD1L1	NP_003541.2
TPX2	NP_036244.2
AURKAIP1	NP_060370.1
HNRNPAB	NP_112556.2
ESRRG	NP_001429.2
ESRRA	NP_004442.3
RORB	NP_008845.2
HAUS1	NP_612452.1
TNFSF12	NP_003800.1
JMY	NP_689618.3
TSC22D4	NP_112197.1
SENP3	NP_056485.2
NEIL2	NP_659480.1
KATNA1	NP_008975.1
KATNB1	NP_005877.2
PSMD5	NP_005038.1
NECAB3	NP_112509.3
CLSTN3	NP_055533.2
MAD2L2	NP_006332.3
NPHS2	NP_055440.1
NANOS1	NP_955631.1
TRA2A	NP_037425.1
RBMXL2	NP_055284.3
SEPT8	NP_001092281.1
BNIP2	NP_004321.2
ATP5G3	NP_001680.1
PRKAB2	NP_005390.1
PRKAG3	NP_059127.2
PRKAG1	NP_002724.1
PRKAB1	NP_006244.2
PRKAG2	NP_057287.2
AGPS	NP_003650.1
GNPAT	NP_055051.1
PIP5KL1	NP_001128691.1
PIP5K1B	NP_001026857.1
KCNN4	NP_002241.1
ZNF238	NP_991331.1
RAD51L1	NP_598193.2
RAD51C	NP_478123.1
XRCC3	NP_005423.1
REV3L	O60673
IQCB1	NP_001018864.2
SNAPC5	NP_006040.1
UIMC1	NP_057374.3
MRGPRX2	NP_473371.1
HIST1H2AE	NP_066390.1
AURKB	NP_004208.2
UHRF1	NP_037414.3
CALM3	NP_005175.2
GTF3C4	NP_036336.2
KIF3C	NP_002245.4
TRIM3	NP_006449.2
TRPS1	NP_054831.2
PATZ1	NP_055138.2
CHN2	NP_004058.1
AP4B1	NP_006585.2
ANAPC7	NP_057322.2
POLR3A	NP_008986.2
SMPDL3A	NP_006705.1
DBC1	NP_055433.2
PLRG1	NP_002660.1
KIAA1026	AAS86434.1
RTN3	NP_958831.1
MLNR	NP_001498.1
MLN	NP_002409.1
HNRPLL	NP_612403.2
FZD4	NP_036325.2
NLGN1	NP_055747.1
NLGN2	NP_065846.1
MATR3	NP_061322.2
GRIN3B	CAC69380.1
NDOR1	AAL77754.1
SIPA1L1	NP_056371.1
GRASP	NP_859062.1
BHMT	NP_001704.2
KLRD1	NP_002253.1
KLRC2	NP_002251.2
